"","Estimate"
"793",24884.0283772203
"794",133880.184069604
"795",50372.8912469618
"796",79250.1711681271
"797",83252.4680308157
"798",36784.0881609434
"799",81653.0633057913
"800",102842.757250241
"801",210076.285144083
"802",60530.1335879841
"803",47124.2448403861
"804",78858.4125321967
"805",32994.572226394
"806",8710.96754306606
"807",47895.9273179205
"808",41661.6183609447
"809",21904.4439892794
"810",96282.5420364062
"811",47809.6961345017
"812",148088.093503345
"813",206501.09340208
"814",28790.7427634626
"815",42184.9899748118
"816",36083.5653163582
"817",70203.9627430617
"818",55134.5229208278
"819",35864.3761532415
"820",48332.8518059472
"821",24572.7066240202
"822",67763.2262773894
"823",71177.5826228661
"824",32128.3889967159
"825",30858.0786475513
"826",37658.2264476097
"827",41876.3263948994
"828",180270.368726211
"829",67931.4664015956
"830",41700.037035674
"831",63081.1246011286
"832",25560.3907264222
"833",48249.7313963594
"834",58063.8218200524
"835",18673.7854544178
"836",44556.7230853424
"837",32117.4742549955
"838",33822.7343294292
"839",51929.6149560964
"840",89583.731523162
"841",68680.9771035533
"842",57802.4272015626
"843",87788.0576577202
"844",39608.4061617666
"845",62217.838214668
"846",48476.5876484695
"847",37261.4321213984
"848",99600.6788130631
"849",69630.2789905884
"850",100391.772495234
"851",59903.2894794329
"852",26224.0252676395
"853",45938.0236344201
"854",31644.0267543204
"855",104486.597680368
"856",53515.8190300165
"857",25180.9804703608
"858",14923.0318239048
"859",36620.1632112829
"860",81353.3106469311
"861",16914.4109741494
"862",32106.5970205676
"863",94732.2220007476
"864",55731.2753310208
"865",103769.857160525
"866",14562.741463238
"867",78888.0565521928
"868",22870.9724515367
"869",44965.2275871876
"870",24746.79727596
"871",43273.2922420863
"872",71300.8477730941
"873",139491.169154604
"874",34079.0532667706
"875",58323.1341032651
"876",39534.4152956163
"877",70222.6610478388
"878",64393.2541701161
"879",86983.2016340024
"880",60213.5047989148
"881",49906.2207023752
"882",79657.0390987507
"883",40736.4624091046
"884",30627.5563772841
"885",43133.287812841
"886",42440.0274482959
"887",23550.1451812502
"888",25263.3965385353
"889",19001.0817486821
"890",84595.4254242698
"891",112741.230431893
"892",15941.8227804646
"893",87562.7873836725
"894",79551.7533122167
"895",127554.836794586
"896",11838.8707801984
"897",26539.5378645665
"898",46708.5860382449
"899",58408.0911607694
"900",54645.590236686
"901",31562.4613157139
"902",65239.944508174
"903",88438.692372788
"904",40294.5307482994
"905",44134.3329138586
"906",26939.8049310734
"907",29468.7569267597
"908",55369.3551697615
"909",41938.199985503
"910",39593.0485403024
"911",60509.5413483946
"912",54500.3532722529
"913",28647.3869051802
"914",37616.3457176509
"915",68450.1488907475
"916",71679.4331410058
"917",32636.7877351419
"918",36060.1243160812
"919",40661.8325334299
"920",91606.6742682424
"921",44928.1265167314
"922",20904.4289438392
"923",44852.9365867422
"924",57513.7056799664
"925",26492.4638333299
"926",45606.240974265
"927",55309.0350902214
"928",23725.7720575562
"929",24364.2182603382
"930",44406.9566111437
"931",78108.8570791551
"932",23861.1347525262
"933",89475.8658367971
"934",30281.9011781835
"935",51593.8071721763
"936",36612.1816526321
"937",35430.0329232181
"938",56889.7616605919
"939",88531.1407545424
"940",21891.9635072642
"941",19796.4913853737
"942",48072.1895193811
"943",118086.927601321
"944",57430.781199485
"945",95863.8127052096
"946",211543.6715927
"947",42565.7660316495
"948",37837.7883847415
"949",45777.4583048136
"950",30110.6385198387
"951",14428.1302128166
"952",55910.5344830077
"953",40323.2747114287
"954",61906.5417175056
"955",101553.909365355
"956",28798.57039241
"957",74623.7561881992
"958",34739.9735631888
"959",59273.2995990742
"960",73191.701849397
"961",53786.5788143578
"962",35643.7449565866
"963",22298.2291583666
"964",53320.4340732114
"965",61395.1804420671
"966",23747.2014669488
"967",18903.3047521624
"968",50291.6735112277
"969",29873.1050650083
"970",65656.5604671464
"971",24486.6933001554
"972",110469.836186269
"973",127443.71609288
"974",16498.7167590105
"975",128944.49649978
"976",66350.3880101049
"977",67881.5585568198
"978",81539.8365965448
"979",43872.3571876848
"980",175561.202749351
"981",42050.6732729894
"982",160959.366792487
"983",22851.3842941605
"984",119667.54638981
"985",128995.719304073
"986",28725.7049855786
"987",33560.9232973031
"988",33262.3295929863
"989",82825.7913265435
"990",38182.4561091805
"991",71861.9994030689
"992",25332.6670274493
"993",74072.8253635174
"994",98255.7763093085
"995",46301.7968789361
"996",25054.8611859277
"997",50451.6196512513
"998",25229.0908068362
"999",21405.869648806
"1000",79100.9203095272
"1001",79422.9227722305
"1002",31800.2450365504
"1003",66218.5509382879
"1004",15202.90723842
"1005",145798.384928195
"1006",95318.0894384902
"1007",93675.3207418803
"1008",31884.8035747778
"1009",126005.96036092
"1010",46651.4686423465
"1011",74351.3083286643
"1012",35566.5647113996
"1013",212135.599924523
"1014",35228.4641240057
"1015",53081.7333393303
"1016",28848.8170761128
"1017",27330.1951503724
"1018",114371.545564205
"1019",61450.6958652992
"1020",16504.3051933946
"1021",53278.3458124182
"1022",59167.9532021222
"1023",45035.7897882431
"1024",18862.8371822202
"1025",24252.3529648206
"1026",36065.0078450606
"1027",101424.023356918
"1028",71796.7703404214
"1029",48652.0040412753
"1030",68453.3657870444
"1031",49753.1234863081
"1032",34296.5986963663
"1033",28342.8990422099
"1034",136244.505474538
"1035",44502.8113190157
"1036",44314.5799916429
"1037",63525.1980401884
"1038",49837.0110306793
"1039",61881.7866830364
"1040",39514.2450873517
"1041",48069.2322053074
"1042",35655.9916171291
"1043",51662.3741933377
"1044",69282.0715453078
"1045",90911.8170488318
"1046",37083.1700409292
"1047",89435.8414790309
"1048",97636.3007642641
"1049",147901.489478859
"1050",36375.4504682575
"1051",50624.6317131627
"1052",72458.4446376054
"1053",31715.5999151421
"1054",35826.60626931
"1055",19243.4505547878
"1056",31542.1057005953
"1057",29922.2460157863
"1058",23266.4210888003
"1059",31998.1729206463
"1060",32717.0605160426
"1061",36535.1163543516
"1062",62272.8113826068
"1063",30246.9163013228
"1064",80323.2660541466
"1065",110723.872663869
"1066",40903.3567205927
"1067",31111.7039829427
"1068",72822.3017047983
"1069",36569.6927327913
"1070",67130.3379456352
"1071",106148.908233879
"1072",34836.6685809706
"1073",77947.5013496779
"1074",73040.4023411979
"1075",132456.210662362
"1076",29067.1308051376
"1077",50979.9182139617
"1078",26178.4091485542
"1079",33602.3738250877
"1080",63864.8891822125
"1081",93895.9800063317
